CgST,CgST,lpg0028,lpg0078,lpg0116,lpg0212,lpg0287,lpg0330,lpg0356,lpg0432,lpg0461,lpg0513,lpg0577,lpg0656,lpg0712,lpg0785,lpg0840,lpg0888,lpg0956,lpg1178,lpg1206,lpg1283,lpg1340,lpg1398,lpg1452,lpg1511,lpg1566,lpg1636,lpg1682,lpg1737,lpg1782,lpg1830,lpg1882,lpg1994,lpg2039,lpg2175,lpg2231,lpg2280,lpg2339,lpg2404,lpg2461,lpg2516,lpg2577,lpg2622,lpg2698,lpg2743,lpg2795,lpg2827,lpg2869,lpg2933,lpg2999
265,265,18.0,34.0,35.0,57.0,8.0,10.0,5.0,25.0,6.0,41.0,17.0,55.0,5.0,25.0,2.0,8.0,12.0,20.0,2.0,32.0,45.0,35.0,14.0,26.0,46.0,35.0,22.0,5.0,10.0,38.0,22.0,4.0,5.0,38.0,41.0,27.0,34.0,22.0,42.0,27.0,50.0,55.0,23.0,6.0,17.0,56.0,14.0,53.0,13.0
266,266,13.0,7.0,20.0,16.0,4.0,7.0,,3.0,3.0,20.0,10.0,7.0,7.0,39.0,3.0,6.0,2.0,3.0,2.0,10.0,9.0,2.0,10.0,10.0,43.0,3.0,39.0,28.0,5.0,36.0,7.0,7.0,48.0,6.0,28.0,25.0,36.0,28.0,3.0,41.0,44.0,59.0,8.0,2.0,2.0,6.0,27.0,14.0,6.0
267,267,23.0,47.0,44.0,37.0,10.0,23.0,,6.0,31.0,49.0,3.0,3.0,29.0,36.0,51.0,1.0,21.0,9.0,4.0,41.0,32.0,10.0,53.0,16.0,33.0,21.0,3.0,54.0,15.0,2.0,2.0,19.0,29.0,40.0,35.0,9.0,40.0,38.0,26.0,14.0,4.0,42.0,3.0,48.0,12.0,25.0,22.0,31.0,21.0
268,268,9.0,14.0,34.0,54.0,8.0,10.0,5.0,24.0,6.0,36.0,17.0,54.0,5.0,39.0,6.0,3.0,12.0,20.0,10.0,6.0,40.0,7.0,14.0,27.0,59.0,4.0,24.0,6.0,10.0,43.0,23.0,4.0,5.0,6.0,6.0,32.0,9.0,22.0,9.0,27.0,53.0,9.0,12.0,4.0,17.0,9.0,14.0,13.0,2.0
269,269,23.0,50.0,46.0,25.0,20.0,20.0,10.0,28.0,35.0,43.0,23.0,36.0,31.0,45.0,15.0,45.0,33.0,7.0,4.0,31.0,30.0,46.0,19.0,14.0,29.0,20.0,18.0,11.0,13.0,22.0,16.0,41.0,23.0,11.0,34.0,11.0,38.0,24.0,29.0,12.0,2.0,44.0,27.0,22.0,23.0,27.0,16.0,24.0,19.0
270,270,20.0,32.0,33.0,57.0,9.0,10.0,5.0,19.0,6.0,40.0,17.0,50.0,20.0,43.0,2.0,8.0,2.0,20.0,2.0,32.0,45.0,35.0,14.0,32.0,60.0,5.0,44.0,6.0,10.0,43.0,21.0,4.0,36.0,38.0,41.0,27.0,34.0,22.0,43.0,2.0,48.0,53.0,37.0,39.0,35.0,53.0,14.0,43.0,13.0
271,271,19.0,14.0,29.0,46.0,8.0,19.0,5.0,24.0,6.0,32.0,17.0,54.0,18.0,13.0,20.0,10.0,12.0,21.0,30.0,44.0,45.0,8.0,14.0,32.0,60.0,33.0,26.0,1.0,10.0,43.0,25.0,5.0,5.0,16.0,45.0,31.0,9.0,22.0,43.0,26.0,52.0,17.0,12.0,4.0,19.0,56.0,14.0,13.0,13.0
272,272,7.0,37.0,15.0,38.0,9.0,2.0,7.0,14.0,36.0,34.0,42.0,51.0,38.0,33.0,46.0,7.0,9.0,25.0,26.0,47.0,20.0,32.0,7.0,35.0,48.0,26.0,6.0,36.0,19.0,39.0,4.0,29.0,7.0,26.0,3.0,33.0,27.0,17.0,45.0,25.0,27.0,59.0,15.0,6.0,6.0,8.0,7.0,42.0,36.0
273,273,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,,5.0
274,274,18.0,15.0,33.0,10.0,25.0,26.0,,32.0,3.0,26.0,33.0,7.0,32.0,14.0,26.0,22.0,42.0,16.0,2.0,32.0,9.0,8.0,10.0,31.0,57.0,34.0,35.0,18.0,5.0,19.0,22.0,41.0,36.0,37.0,5.0,28.0,33.0,13.0,39.0,37.0,51.0,51.0,14.0,36.0,20.0,9.0,14.0,44.0,38.0
275,275,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,49.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
276,276,9.0,14.0,34.0,54.0,8.0,10.0,5.0,24.0,6.0,36.0,17.0,54.0,5.0,39.0,6.0,3.0,12.0,20.0,10.0,7.0,45.0,8.0,14.0,27.0,59.0,4.0,24.0,6.0,10.0,43.0,23.0,4.0,5.0,6.0,6.0,32.0,9.0,22.0,9.0,27.0,53.0,9.0,12.0,4.0,17.0,9.0,14.0,13.0,2.0
277,277,18.0,42.0,33.0,44.0,8.0,10.0,5.0,12.0,20.0,35.0,17.0,55.0,5.0,14.0,6.0,8.0,12.0,10.0,4.0,41.0,45.0,38.0,14.0,27.0,57.0,32.0,22.0,6.0,10.0,44.0,25.0,4.0,5.0,6.0,41.0,31.0,33.0,22.0,9.0,21.0,52.0,17.0,23.0,4.0,17.0,10.0,14.0,49.0,13.0
278,278,13.0,28.0,20.0,9.0,4.0,7.0,21.0,33.0,38.0,18.0,20.0,33.0,20.0,14.0,2.0,23.0,2.0,2.0,2.0,10.0,45.0,4.0,8.0,10.0,38.0,3.0,14.0,47.0,5.0,5.0,7.0,4.0,45.0,4.0,28.0,25.0,3.0,28.0,39.0,41.0,41.0,6.0,8.0,1.0,2.0,6.0,29.0,53.0,6.0
279,279,19.0,39.0,33.0,55.0,9.0,10.0,5.0,12.0,6.0,35.0,17.0,55.0,5.0,13.0,4.0,2.0,12.0,20.0,4.0,41.0,42.0,35.0,14.0,27.0,56.0,24.0,22.0,1.0,10.0,43.0,21.0,5.0,40.0,6.0,4.0,12.0,34.0,22.0,43.0,26.0,42.0,15.0,22.0,6.0,17.0,51.0,14.0,48.0,13.0
280,280,26.0,47.0,40.0,33.0,10.0,3.0,18.0,6.0,29.0,53.0,30.0,44.0,30.0,45.0,15.0,45.0,37.0,10.0,4.0,8.0,34.0,10.0,51.0,17.0,32.0,22.0,20.0,54.0,5.0,42.0,2.0,18.0,2.0,10.0,37.0,16.0,41.0,40.0,27.0,14.0,6.0,10.0,42.0,46.0,25.0,32.0,45.0,33.0,20.0
281,281,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,26.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
282,282,28.0,45.0,27.0,13.0,33.0,14.0,14.0,20.0,27.0,28.0,25.0,30.0,15.0,41.0,24.0,35.0,22.0,13.0,21.0,46.0,37.0,50.0,24.0,20.0,20.0,15.0,16.0,15.0,12.0,33.0,28.0,30.0,31.0,14.0,40.0,14.0,44.0,33.0,33.0,19.0,26.0,21.0,26.0,21.0,7.0,35.0,19.0,37.0,18.0
283,283,18.0,33.0,32.0,54.0,9.0,10.0,5.0,24.0,23.0,42.0,45.0,7.0,20.0,13.0,4.0,2.0,12.0,20.0,2.0,44.0,45.0,8.0,31.0,31.0,58.0,34.0,42.0,40.0,8.0,43.0,25.0,4.0,6.0,6.0,6.0,30.0,32.0,8.0,39.0,21.0,56.0,15.0,36.0,41.0,18.0,49.0,14.0,44.0,38.0
284,284,13.0,6.0,17.0,10.0,4.0,7.0,21.0,3.0,2.0,24.0,7.0,6.0,7.0,28.0,1.0,6.0,3.0,19.0,8.0,11.0,9.0,4.0,8.0,9.0,55.0,3.0,5.0,29.0,17.0,7.0,5.0,7.0,9.0,30.0,7.0,24.0,8.0,16.0,3.0,37.0,46.0,8.0,49.0,14.0,2.0,13.0,5.0,9.0,6.0
285,285,13.0,7.0,20.0,16.0,4.0,7.0,,3.0,3.0,20.0,10.0,31.0,7.0,13.0,3.0,6.0,2.0,3.0,2.0,10.0,9.0,4.0,10.0,10.0,43.0,3.0,39.0,39.0,9.0,7.0,20.0,7.0,47.0,6.0,9.0,25.0,36.0,28.0,39.0,41.0,44.0,59.0,8.0,2.0,2.0,6.0,27.0,14.0,6.0
286,286,31.0,16.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,14.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
287,287,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,19.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
288,288,18.0,15.0,33.0,44.0,9.0,10.0,,12.0,21.0,35.0,17.0,54.0,20.0,31.0,22.0,8.0,12.0,21.0,10.0,6.0,40.0,38.0,14.0,27.0,56.0,35.0,22.0,42.0,10.0,43.0,25.0,38.0,5.0,17.0,6.0,30.0,9.0,23.0,9.0,24.0,56.0,15.0,14.0,6.0,17.0,48.0,14.0,52.0,39.0
289,289,15.0,8.0,20.0,11.0,5.0,7.0,21.0,3.0,2.0,22.0,7.0,6.0,7.0,30.0,3.0,44.0,5.0,5.0,2.0,32.0,9.0,25.0,9.0,10.0,4.0,3.0,5.0,29.0,5.0,7.0,5.0,7.0,47.0,4.0,9.0,24.0,3.0,28.0,3.0,39.0,46.0,8.0,10.0,14.0,2.0,13.0,26.0,5.0,6.0
290,290,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,26.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
291,291,5.0,12.0,24.0,41.0,23.0,4.0,8.0,14.0,17.0,30.0,7.0,4.0,9.0,45.0,3.0,1.0,29.0,28.0,24.0,21.0,27.0,5.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,28.0,32.0,21.0,31.0,12.0,8.0,18.0,28.0,12.0,11.0,3.0,11.0,37.0,4.0,11.0,11.0
292,292,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,43.0,6.0,13.0,6.0,9.0,4.0,9.0,19.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
293,293,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,52.0,4.0,32.0,5.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,7.0,8.0,1.0
294,294,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,41.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
295,295,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
296,296,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,44.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
297,297,31.0,1.0,51.0,22.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
298,298,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,7.0,7.0,,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
299,299,21.0,39.0,33.0,55.0,9.0,10.0,5.0,12.0,6.0,35.0,17.0,31.0,20.0,13.0,4.0,2.0,12.0,20.0,4.0,39.0,42.0,35.0,14.0,27.0,56.0,4.0,22.0,1.0,10.0,43.0,21.0,5.0,40.0,6.0,4.0,12.0,34.0,22.0,43.0,26.0,42.0,15.0,22.0,6.0,17.0,51.0,14.0,48.0,13.0
300,300,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,25.0,12.0,2.0,35.0,7.0,35.0,11.0,6.0,6.0,14.0,5.0,3.0,4.0,12.0,6.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,23.0,4.0,5.0
301,301,13.0,7.0,20.0,16.0,4.0,7.0,,3.0,3.0,20.0,10.0,31.0,7.0,13.0,3.0,6.0,2.0,3.0,2.0,10.0,9.0,4.0,10.0,10.0,43.0,3.0,39.0,39.0,9.0,7.0,20.0,7.0,47.0,6.0,9.0,25.0,36.0,28.0,3.0,41.0,44.0,59.0,8.0,2.0,2.0,6.0,27.0,14.0,6.0
302,302,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,52.0,6.0,35.0,3.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,22.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
303,303,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,1.0,35.0,5.0,10.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,27.0,5.0
304,304,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,1.0,33.0,5.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
305,305,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,1.0,33.0,5.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,15.0,7.0,5.0,1.0,17.0,4.0,5.0
306,306,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,1.0,33.0,5.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,36.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
307,307,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,10.0,1.0,33.0,5.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
308,308,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,1.0,33.0,5.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,43.0,4.0,5.0
309,309,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,1.0,33.0,5.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,29.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
310,310,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,26.0,7.0,33.0,5.0,7.0,6.0,5.0,5.0,3.0,4.0,12.0,35.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
311,311,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,1.0,33.0,5.0,7.0,6.0,14.0,5.0,3.0,4.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,3.0,1.0,12.0,1.0,1.0,1.0,3.0,6.0,32.0,28.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,27.0,5.0
312,312,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,4.0,4.0,33.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,29.0,20.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
313,313,31.0,1.0,51.0,21.0,6.0,6.0,13.0,5.0,7.0,12.0,2.0,22.0,1.0,33.0,5.0,7.0,6.0,14.0,5.0,3.0,26.0,12.0,4.0,13.0,6.0,9.0,4.0,9.0,17.0,39.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,32.0,1.0,4.0,20.0,3.0,4.0,7.0,5.0,1.0,17.0,4.0,5.0
314,314,4.0,4.0,16.0,8.0,2.0,22.0,23.0,8.0,18.0,15.0,6.0,10.0,24.0,17.0,40.0,19.0,28.0,22.0,19.0,23.0,3.0,16.0,57.0,35.0,51.0,35.0,41.0,26.0,21.0,9.0,6.0,14.0,11.0,44.0,29.0,18.0,24.0,7.0,12.0,16.0,30.0,45.0,32.0,13.0,4.0,38.0,33.0,35.0,24.0
315,315,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,17.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,45.0,18.0,6.0,2.0,19.0,27.0,5.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
316,316,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,45.0,18.0,6.0,2.0,19.0,27.0,5.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,20.0,6.0,8.0,8.0,8.0,1.0
317,317,11.0,5.0,14.0,50.0,3.0,2.0,7.0,4.0,4.0,34.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,24.0,9.0,5.0,2.0,6.0,7.0,35.0,45.0,18.0,6.0,2.0,19.0,27.0,5.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,8.0,8.0,1.0
318,318,33.0,48.0,45.0,31.0,10.0,23.0,20.0,29.0,33.0,46.0,24.0,37.0,14.0,46.0,53.0,38.0,12.0,9.0,4.0,8.0,42.0,53.0,21.0,15.0,33.0,21.0,3.0,14.0,13.0,43.0,1.0,24.0,28.0,10.0,36.0,27.0,43.0,41.0,8.0,11.0,6.0,40.0,44.0,47.0,15.0,31.0,22.0,47.0,22.0
319,319,40.0,2.0,4.0,65.0,16.0,36.0,22.0,39.0,15.0,9.0,1.0,19.0,23.0,4.0,14.0,9.0,1.0,33.0,1.0,15.0,16.0,59.0,58.0,4.0,15.0,40.0,52.0,50.0,32.0,13.0,3.0,46.0,17.0,47.0,23.0,44.0,20.0,4.0,18.0,31.0,16.0,36.0,62.0,28.0,1.0,11.0,46.0,60.0,23.0
320,320,26.0,29.0,22.0,47.0,4.0,4.0,9.0,11.0,17.0,31.0,5.0,47.0,30.0,45.0,7.0,28.0,16.0,19.0,8.0,1.0,7.0,23.0,25.0,23.0,53.0,19.0,25.0,16.0,18.0,4.0,5.0,27.0,35.0,7.0,33.0,23.0,8.0,11.0,28.0,18.0,32.0,63.0,21.0,3.0,10.0,36.0,40.0,54.0,10.0
321,321,11.0,5.0,14.0,50.0,3.0,2.0,6.0,4.0,34.0,47.0,4.0,10.0,4.0,9.0,5.0,7.0,9.0,23.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,4.0,6.0,2.0,19.0,24.0,4.0,3.0,26.0,3.0,30.0,34.0,25.0,20.0,2.0,25.0,27.0,9.0,15.0,5.0,6.0,8.0,7.0,8.0,1.0
322,322,28.0,45.0,26.0,12.0,33.0,14.0,15.0,21.0,27.0,27.0,26.0,30.0,15.0,41.0,33.0,10.0,12.0,20.0,4.0,41.0,42.0,35.0,14.0,19.0,59.0,17.0,22.0,6.0,10.0,43.0,21.0,5.0,30.0,14.0,38.0,14.0,44.0,33.0,33.0,19.0,24.0,21.0,26.0,21.0,7.0,34.0,19.0,36.0,17.0
323,323,23.0,47.0,44.0,37.0,10.0,23.0,,6.0,34.0,49.0,22.0,54.0,29.0,37.0,51.0,36.0,31.0,9.0,4.0,36.0,33.0,55.0,50.0,15.0,33.0,21.0,3.0,54.0,16.0,23.0,2.0,20.0,29.0,,,9.0,40.0,38.0,26.0,14.0,4.0,42.0,3.0,48.0,12.0,25.0,22.0,31.0,21.0
324,324,13.0,7.0,20.0,6.0,4.0,27.0,11.0,3.0,3.0,21.0,10.0,8.0,6.0,28.0,1.0,4.0,4.0,5.0,2.0,32.0,7.0,2.0,9.0,11.0,3.0,2.0,4.0,41.0,18.0,7.0,7.0,4.0,4.0,5.0,7.0,27.0,3.0,26.0,3.0,39.0,35.0,19.0,11.0,1.0,3.0,7.0,5.0,9.0,6.0
325,325,11.0,5.0,14.0,10.0,3.0,2.0,6.0,4.0,4.0,34.0,4.0,10.0,4.0,35.0,3.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,13.0,2.0,19.0,39.0,4.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,7.0,8.0,1.0
326,326,5.0,12.0,24.0,41.0,23.0,4.0,8.0,10.0,17.0,30.0,7.0,6.0,7.0,35.0,3.0,1.0,14.0,28.0,24.0,21.0,27.0,24.0,7.0,13.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,22.0,8.0,12.0,4.0,17.0,28.0,12.0,11.0,42.0,11.0,7.0,4.0,11.0,11.0
327,327,34.0,17.0,48.0,20.0,18.0,25.0,12.0,16.0,7.0,12.0,21.0,23.0,1.0,8.0,18.0,34.0,13.0,15.0,5.0,27.0,4.0,40.0,5.0,13.0,7.0,9.0,2.0,10.0,11.0,26.0,1.0,11.0,21.0,8.0,25.0,4.0,48.0,32.0,37.0,3.0,34.0,22.0,5.0,7.0,13.0,24.0,18.0,25.0,16.0
328,328,13.0,26.0,20.0,6.0,4.0,7.0,9.0,31.0,3.0,17.0,7.0,4.0,7.0,35.0,1.0,27.0,14.0,5.0,8.0,11.0,9.0,2.0,9.0,9.0,3.0,13.0,4.0,18.0,17.0,7.0,3.0,4.0,9.0,31.0,7.0,27.0,3.0,28.0,4.0,37.0,44.0,7.0,50.0,10.0,2.0,40.0,5.0,9.0,6.0
329,329,11.0,5.0,14.0,10.0,3.0,2.0,6.0,4.0,4.0,34.0,4.0,10.0,4.0,35.0,3.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,13.0,2.0,19.0,39.0,4.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,7.0,40.0,1.0
330,330,5.0,12.0,24.0,41.0,23.0,4.0,8.0,10.0,17.0,30.0,7.0,6.0,7.0,35.0,3.0,1.0,14.0,28.0,24.0,21.0,27.0,24.0,13.0,23.0,53.0,10.0,14.0,17.0,18.0,4.0,18.0,26.0,10.0,7.0,2.0,22.0,8.0,12.0,4.0,17.0,28.0,12.0,11.0,42.0,11.0,7.0,4.0,11.0,11.0
331,331,11.0,5.0,14.0,50.0,3.0,2.0,6.0,4.0,4.0,34.0,4.0,10.0,4.0,35.0,5.0,7.0,9.0,24.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,7.0,6.0,2.0,19.0,39.0,4.0,3.0,7.0,3.0,3.0,34.0,2.0,20.0,2.0,25.0,27.0,9.0,6.0,5.0,6.0,8.0,7.0,8.0,1.0
332,332,11.0,5.0,14.0,50.0,3.0,2.0,6.0,4.0,34.0,47.0,4.0,10.0,4.0,33.0,5.0,7.0,9.0,23.0,6.0,5.0,2.0,6.0,7.0,35.0,8.0,4.0,6.0,2.0,19.0,25.0,4.0,3.0,26.0,3.0,30.0,34.0,25.0,20.0,2.0,25.0,27.0,9.0,15.0,5.0,6.0,8.0,7.0,8.0,1.0
